video_id,url,title,upload_date,channel,summary,narratives,view_count,like_count,comment_count,transcript_source,description
7flGiF_hty4,https://www.youtube.com/watch?v=7flGiF_hty4,Vegan Chef Kicked Off Chinese TV For Not Cooking Meat,2017-12-24,PLANT BASED NEWS,"Vegan chef Daphne Cheng was kicked off a Chinese TV show for refusing to cook meat. Daphne's website: Daphne's instagram: --- ★ SUPPORT OUR WORK BY MAKING A DONATION: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞",identity_lifestyle; health,120566,6597,809,,"Vegan chef Daphne Cheng was kicked off a Chinese TV show for refusing to cook meat. Daphne's website: Daphne's instagram: --- ★ SUPPORT OUR WORK BY MAKING A DONATION: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞"
ZFg6tlTQDeU,https://www.youtube.com/watch?v=ZFg6tlTQDeU,The Meatless Farm - Frankie Bridge launches The Meatless Consumption Target,2019-05-01,Meatless Farm,We’re asking households to simply swap just one more red meat meal per week to a plant-based meal by 2021 to help cut the UK’s greenhouse gas emissions by up to 8.4% per year. Take the Plant-Based Pledge and use our Meatless Consumption Calculator to see the difference you can make by switching just one of your favourite meals to plant-based. www.meatlessfarm.com/meatless-consumption-target,environment,16103,19,4,,"We’ve teamed up with @frankiebridge to launch the Meatless Consumption Target, which aims to cut the UK’s greenhouse gas emissions by 50 million tonnes a year! We’re asking households to simply swap just one more red meat meal per week to a plant-based meal by 2021 to help cut the UK’s greenhouse gas emissions by up to 8.4% per year. That’s the equivalent of taking 16 million cars off the road or a 23% reduction in the UK’s domestic and international farmland. Take the Plant-Based Pledge and use our Meatless Consumption Calculator to see the difference you can make by switching just one of your favourite meals to plant-based. www.meatlessfarm.com/meatless-consumption-target"
IGpGFH-vG4U,https://www.youtube.com/watch?v=IGpGFH-vG4U,New4You inspired by Vegan | Bidfood,2018-03-23,Bidfood UK,"New products - new ideas - new insights & trends - New4You We've got a selection of tasty new products for you to try: - Jackfruit - Vegan duck - Vegan cheese - Going global - Nut milks and vegan yogurt - Rebel kitchen - Vegan desserts - Sweet vegan bakery For more information on #New4You, head to our website: You can also find us on Twitter: Facebook: LinkedIn: The Staff Canteen: Instagram:",identity_lifestyle; innovation_market,403,0,0,,"New products - new ideas - new insights & trends - New4You We've got a selection of tasty new products for you to try: - Jackfruit - Vegan duck - Vegan cheese - Going global - Nut milks and vegan yogurt - Rebel kitchen - Vegan desserts - Sweet vegan bakery For more information on #New4You, head to our website: You can also find us on Twitter: Facebook: LinkedIn: The Staff Canteen: Instagram:"
NTr3U8I9LsE,https://www.youtube.com/watch?v=NTr3U8I9LsE,Veganism is becomming mainstream in UK +REPLAY W/UPDATED LEAD IN +,2019-08-13,AP Archive,"The Plant Hub is a new vegan cookery school and restaurant in London, offering workshops in making things like vegan cheese and vegan desserts. The creator of The Plant hub's cookery school, the Plant Academy, Lauren Lovett says she shows participants simple techniques to create delicious vegan receipts. May says vegan food is becoming more accessible.",identity_lifestyle; health; environment; taste_convenience; animal_welfare; price_value,133,0,0,,"(8 Aug 2019) LEAD IN: On the ground, climate change is hitting us where it counts: the stomach - not to mention the forests, plants and animals. A new United Nations scientific report says human-caused climate change is dramatically degrading the land, while the way people use the land is making global warming worse. But if people change the way they eat, grow food and manage forests, it could help save the planet from a far warmer future, scientists said A plant academy in London is spearheading not only bringing vegan food to people, but also teaching them how to make it themselves, from cheese to cake. STORY-LINE: This year is being hailed as the year veganism goes mainstream by food pundits in the UK. Publications such as The Economist and Forbes are saying that 2019 is the year veganism goes mainstream. And vegan options are becoming cheaper, more plentiful and more convenient. But environmental concerns, as well as personal health and greater choice in meals are all among the reasons for people increasingly opting for vegan dishes. The Plant Hub is a new vegan cookery school and restaurant in London, offering workshops in making things like vegan cheese and vegan desserts. The hub offers plant-based foods free from additives and refined sugar. The creator of The Plant hub's cookery school, the Plant Academy, Lauren Lovett says she shows participants simple techniques to create delicious vegan receipts. ""Fermentation is a hot thing right now, like everyone kind of knows what it is. But, people still have that kind of barrier of 'I have no idea how to make kimchi, sauerkraut, kombucha' (a fizzy fermented tea). ""But, yeah what I'm noticing, especially with that, is that people dabble at home, but when it's something like that which is really simple, but does like a more of a kind of advanced technique, people really just need to see it once and then they do it."" Lovett says veganism is becoming ubiquitous. ""It's a tipping point,"" she says. ""If you go anywhere in England especially where I'm from in The Cotswolds, I can go to the village pub and there are loads of options on the menu."" The hub is trying to remove the barrier between customers, vegan restaurants and vegan food. Antonio Alderuccio, Plant Hub co-founder explains: ""They eat our dinner, they can also try to book a workshop with us, and we can teach them how to make a dinner too."" Charlie May has learned how to make vegan millionaire shortbread slices, made from cannabidiol or CBD, which is the non-psychoactive part of cannabis, coconut and carob. May says vegan food is becoming more accessible. ""There's courses like this for example that you would never have had like even five years ago."" Other desserts being made are goji berry tarts - made of a goji berry pastry with white chocolate - walnut chocolate mousse and a fermented lemon posset. Mica Vaipan is an entrepreneur who became a vegan for health reasons. ""I've had over the last, particularly over the last 10 years, I've dealt with a lot of intolerances, I've dealt with inflammations, internal inflammations, fungal infections, just you name it. And increasingly, without even realising, I have moved towards a plant based diet,"" she says. Edward Bergen, Global Food &amp; Drink Analyst for research firm Mintel, thinks veganism is driven by 'flexitarianism' or people who have a partially vegan diet. But he thinks that the trend is here to stay, and in fact has more room to grow. The The Plant Hub raised over £20,000 in a Kickstarter campaign to launch earlier this year and calls itself a hub, incubator and research centre for plant excellence. Find out more about AP Archive: Twitter: Facebook: ​​ Instagram: You can license this story through AP Archive:"
lyKBspiMJgo,https://www.youtube.com/watch?v=lyKBspiMJgo,The Company That's Going 100% Plant-Based #ad,2018-02-26,BOSH!,"BOL make delicious food, and they took the decision to drop meat and fish. It nearly killed their business overnight. Meet Paul as he talks about his decision and why he took it...",taste_convenience,2435,214,16,,"BOL make delicious food, and they took the decision to drop meat and fish. It nearly killed their business overnight. The founder did it for environmental reasons, wanting to use his business to be a force for good. One year later, they are forecast to treble their revenues, and things are looking fantastic. Meet Paul as he talks about his decision and why he took it... #ad"
aaKm8YZmHV4,https://www.youtube.com/watch?v=aaKm8YZmHV4,"Beyond Sausage | Launch in Boulder, Colorado",2018-02-14,Go Beyond,"The world’s first plant-based sausage that looks, cooks and sizzles like the real deal is here! Check out the full video of these consumer's first taste of #BeyondSausage.",taste_convenience,1787,45,6,,"The world’s first plant-based sausage that looks, cooks and sizzles like the real deal is here! Check out the full video of these consumer's first taste of #BeyondSausage."
-1vJqpkT6zg,https://www.youtube.com/watch?v=-1vJqpkT6zg,The impact of Covid-19 on Chinese consumer attitudes to health and diet,2020-10-20,High-Value Nutrition Ko Ngā Kai Whai Painga,"Plant & Food Research on behalf of the High-Value Nutrition National Science Challenge present a live Zoom webinar about their latest consumer insights. In March 2019 an on-line study was commissioned across China to quantify learnings from previous qualitative HVN studies, relating to infant, gut, metabolic and immune health. Recognising the huge impact of Covid-19, the research team repeated this survey among Chinese consumers.",health; price_value,951,10,,,"Plant & Food Research on behalf of the High-Value Nutrition National Science Challenge present a live Zoom webinar about their latest consumer insights. In March 2019 an on-line study was commissioned across China to quantify learnings from previous qualitative HVN studies, relating to infant, gut, metabolic and immune health. Recognising the huge impact of Covid-19, the research team repeated this survey among Chinese consumers. The timing of the second survey was six months after the first Covid-19 deaths in China, and after lockdown restrictions were declared across various regions of the country. The collection of this second data set has enabled a direct comparison of consumer views before and after the experience of life during the Covid-19 pandemic."
XW2ZloOail8,https://www.youtube.com/watch?v=XW2ZloOail8,Your favourite plant-based recipes at home | LiveWell,2020-10-29,Livewell UK - Your Plant Based Grocer,Get your weekly plant based groceries all in one place with over 1000 products online now! We have freshly picked fruit & veg plus freshly baked sourdough made to order. Just order by 2pm for next day delivery on lots of meat & dairy alternatives.,innovation_market,156031,0,0,,Get your weekly plant based groceries all in one place with over 1000 products online now! We have freshly picked fruit & veg plus freshly baked sourdough made to order. Free delivery on all orders over £50 and 10% off for new customers with the code: NEW10. Just order by 2pm for next day delivery on lots of meat & dairy alternatives. Live Well. Eat Plant Based.
_06dtmXEB7Y,https://www.youtube.com/watch?v=_06dtmXEB7Y,Are meatless burgers actually healthier?,2019-09-03,CTV News,"Meatless burgers are exploding in popularity but are they healthy? The experts break down the nutritional information. Subscribe to CTV News to watch more videos: Connect with CTV News: For the latest news visit: For a full video offering visit the CTV News Network: CTV News on Facebook: CTV News on Twitter: Watch CTV News on Twitter: CTV News on Google+: CTV News on Instagram: CTV News on Pinterest: --- CTV News is Canada's most-watched news organization both locally and nationally, and has a network of national, international, and local news operations.",health,4226,55,31,,"Meatless burgers are exploding in popularity but are they healthy? The experts break down the nutritional information. Subscribe to CTV News to watch more videos: Connect with CTV News: For the latest news visit: For a full video offering visit the CTV News Network: CTV News on Facebook: CTV News on Twitter: Watch CTV News on Twitter: CTV News on Google+: CTV News on Instagram: CTV News on Pinterest: --- CTV News is Canada's most-watched news organization both locally and nationally, and has a network of national, international, and local news operations."
693SdK_IiiQ,https://www.youtube.com/watch?v=693SdK_IiiQ,"2019 - veganism becomes mainstream, even at Easter",2019-04-23,AP Archive,"Vegan cheeses ASSOCIATED PRESS London, UK - 30 March 2019 3. Lauren Lovett teaching Plant Hub's Decadent Desserts workshop 4. SOUNDBITE (English) Lauren Lovett, Plant Hub co-founder and creator of the Plant Academy academy: ""It's a tipping point.",identity_lifestyle; health,61,1,0,,"(18 Apr 2019) +REPLAY W/UPDATED LEAD IN + UK VEGANISM SOURCE: ASSOCIATED PRESS RESTRICTIONS: AP Clients Only LENGTH: 6:31 ASSOCIATED PRESS London, UK - 6 March 2019 1. Various of chef making vegan cheese using almonds and cashew milk in the wine and vegan cheese night at the Plant Academy 2. Vegan cheeses ASSOCIATED PRESS London, UK - 30 March 2019 3. Lauren Lovett teaching Plant Hub's Decadent Desserts workshop 4. SOUNDBITE (English) Lauren Lovett, Plant Hub co-founder and creator of the Plant Academy academy: ""Like fermentation is a hot thing right now, like everyone kind of knows what it is. But, people still have that kind of barrier of 'I have no idea how to make kimchi, sauerkraut, kombucha' (a fizzy fermented tea). But, yeah what I'm noticing, especially with that, is that people dabble at home, but when it's something like that which is really simple, but does like a more of a kind of advanced technique, people really just need to see it once and then they do it."" ASSOCIATED PRESS London, UK - 6 March 2019 5. Various of participants at the wine and vegan cheese night ASSOCIATED PRESS London, UK - 30 March 2019 6. SOUNDBITE (English) Lauren Lovett, Plant Hub co-founder and creator of the Plant Academy academy: ""It's a tipping point. Yeah, if you go anywhere in England especially where I'm from in The Cotswolds, I can go to the village pub and there are loads of options on the menus. I think people have, like chefs have realised that it's necessary. We have so many more kind of intolerances and things these days that vegan, gluten-free food hopefully is accessible to everyone, so I think people are picking up on the demand."" 7. Various of customer eating in the cafe 8. Pan from shelf with containers of kombucha to people in the cafe 9. Various of Plant Hub co-founder and chef Antonio Alderuccio cooking in the kitchen 10. Plate of full cooked plant based breakfast 11. SOUNDBITE (English) Antonio Alderuccio, Plant Hub co-founder and chef: ""We destroyed the wall in between professional side and customer because also after they eat our dinner they can also try to book a workshop with us and we can teach them how to make a dinner too. So we just tried to change the normal standard way in between, the relation between the customer and the restaurant"". 12. People making cannabidiol (CBD slices) - a take on the millionaire shortbread - in the Decadent Desserts workshop. CBD is the non-psychoactive part of cannabis. The green CBD slice has a coconut caramel carob topping 13. SOUNDBITE (English) Charlie May, Decadent Desserts Workshop participant and chef: ""I think it is massively changing. There's courses like this for example that you would never have had like even five years ago, becoming more accessible. But also not only courses but online, every other video I see, I know it's probably tailored to me on Instagram because of what I watch, but every other video I see is a recipe or a like a snippet of how to create something vegan."" 14. Close of CBD shortbread 15. SOUNDBITE (English) Mica Vaipan, entrepreneur: ""I've had over the last, particularly over the last 10 years, I've dealt with a lot of intolerances, I've dealt with inflammations, internal inflammations, fungal infections, just you name it. And increasingly, without even realising, I have moved towards a plant based diet."" ASSOCIATED PRESS London, UK - 22 March 2019 16. Set up shot of Edward Bergen, Global Food & Drink Analyst for research firm Mintel 17. SOUNDBITE (English) Edward Bergen, Global Food & Drink Analyst, Mintel: ASSOCIATED PRESS London, UK - 30 March 2019 LEAD IN: STORYLINE: Find out more about AP Archive: Twitter: Facebook: ​​ Instagram: You can license this story through AP Archive:"
2KiLRjTxebA,https://www.youtube.com/watch?v=2KiLRjTxebA,How your diet might be harming the planet,2019-08-09,CBC News,"A new report from the Intergovernmental Panel on Climate Change says eating more plants and less meat would have a big impact on fighting climate change. »»» Subscribe to CBC News to watch more videos: Connect with CBC News Online: For breaking news, video, audio and in-depth coverage: Find CBC News on Facebook: Follow CBC News on Twitter: For breaking news on Twitter: Follow CBC News on Instagram: Download the CBC News app for iOS: Download the CBC News app for Android: »»»»»»»»»»»»»»»»»» For more than 75 years, CBC News has been the source Canadians turn to, to keep them informed about their communities, their country and their world. Through regional and national programming on multiple platforms, including CBC Television, CBC News Network, CBC Radio, CBCNews.ca, mobile and on-demand, CBC News and its internationally recognized team of award-winning journalists deliver the breaking stories, the issues, the analyses and the personalities that matter to Canadians.",environment; health; identity_lifestyle,9901,222,229,,"A new report from the Intergovernmental Panel on Climate Change says eating more plants and less meat would have a big impact on fighting climate change. One food security expert says vegan diets are a key part of the solution, while the Canadian Cattlemen's Association is disappointed their industry was not consulted. »»» Subscribe to CBC News to watch more videos: Connect with CBC News Online: For breaking news, video, audio and in-depth coverage: Find CBC News on Facebook: Follow CBC News on Twitter: For breaking news on Twitter: Follow CBC News on Instagram: Download the CBC News app for iOS: Download the CBC News app for Android: »»»»»»»»»»»»»»»»»» For more than 75 years, CBC News has been the source Canadians turn to, to keep them informed about their communities, their country and their world. Through regional and national programming on multiple platforms, including CBC Television, CBC News Network, CBC Radio, CBCNews.ca, mobile and on-demand, CBC News and its internationally recognized team of award-winning journalists deliver the breaking stories, the issues, the analyses and the personalities that matter to Canadians."
Uygwyo057Gg,https://www.youtube.com/watch?v=Uygwyo057Gg,Millennials are Shifting Towards Plant-Based Diets,2018-07-11,HypeLife Brands,"The meat industry is seeing a new trend among the Millennial generation, requiring it to take notice. Over the past few years, there has been an increase in the number of Millennials moving away from eating meat to a plant-based diet. This is leading companies to create plant-based meat substitutes that are more appealing to Millennials who want to steer clear of eating meat.",innovation_market; health,62,1,0,,"The meat industry is seeing a new trend among the Millennial generation, requiring it to take notice. Over the past few years, there has been an increase in the number of Millennials moving away from eating meat to a plant-based diet. This is leading companies to create plant-based meat substitutes that are more appealing to Millennials who want to steer clear of eating meat. Globally, 70% of the world is either reducing the amount of meat consumed or eliminating it altogether according to a report by GlobalData*... Read more Millennial Marketing + Startup Marketing News from HypeLife's Culture Pulse at: Creating a Startup of Your Own? Take a look at HypeLife Brands' Best Free Resources for Startups at: *Source:"
TxR56B8iT60,https://www.youtube.com/watch?v=TxR56B8iT60,How a plant-based diet SAVE the healthcare system.,2020-03-16,PLANT BASED NEWS,"All across the United States, people are transforming their lives with a plant-based diet. Check out the testimony of a growing number of plant-based doctors who are promoting the healthcare benefits of a whole food plant-based diet: Join the vegan pledge to receive 31 inspirational daily newsletters and get access to Million Dollar Vegans exclusive Vegan Starter Kit, delicious plant-based recipes and their comprehensive Health & Nutrition Guide. Through its own network of providers, Wellness Forum Health offers direct-to-consumer healthcare services.",health; identity_lifestyle; taste_convenience,10191,979,90,,"All across the United States, people are transforming their lives with a plant-based diet. They are beating heart disease, type 2 diabetes, depression, obesity and cancer, and they want you to know that trying a vegan diet could change – or save – your life, too: As well as containing refined oils and added sugars, the Standard American diet is typically heavy in meat, eggs and dairy, and is low in fruits, vegetables and whole grains. As a result, we are seeing a growing crisis of chronic disease, including some of the world’s biggest killers. Check out the testimony of a growing number of plant-based doctors who are promoting the healthcare benefits of a whole food plant-based diet: Join the vegan pledge to receive 31 inspirational daily newsletters and get access to Million Dollar Vegans exclusive Vegan Starter Kit, delicious plant-based recipes and their comprehensive Health & Nutrition Guide. All this is FREE at: Pam Popper (who featured in this video) is the founder and President of Wellness Forum Health. The company offers educational programs to both consumers and providers that facilitate informed medical decision-making, diet and lifestyle intervention, and improved long-term health outcomes. Through its own network of providers, Wellness Forum Health offers direct-to-consumer healthcare services. --- ★ SUPPORT OUR WORK BY MAKING A CONTRIBUTION: ★ CHECK OUT OUR VEGAN PREGNANCY GUIDE: ★ CHECK OUT OUR VEGAN PARENTING GUIDE: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 WEBSITE ★ SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT PLANT-BASED LIVING ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞"
smWi1sO-prk,https://www.youtube.com/watch?v=smWi1sO-prk,"2019 - veganism becomes mainstream, even at Easter",2019-04-23,AP Archive,"The Plant Hub is a new vegan cookery school and restaurant in London, offering workshops in making things like vegan cheese and vegan desserts. The creator of The Plant hub's cookery school, the Plant Academy, Lauren Lovett says she shows participants simple techniques to create delicious vegan receipts. May says vegan food is becoming more accessible.",identity_lifestyle; health; taste_convenience; environment; animal_welfare; price_value; innovation_market,93,1,0,,"(18 Apr 2019) LEAD IN: This year is being hailed as the year veganism goes mainstream by food pundits in the UK. A plant academy in London is spearheading not only bringing vegan food to people, but also teaching them how to make it themselves, from cheese to cake. STORYLINE: Vegans won't be excluded from chocolate Easter egg hunts this year. These dairy free Easter eggs cater for the growing number of people who abstain from consuming any animal products. Publications such as The Economist and Forbes are saying that 2019 is the year veganism goes mainstream. The climate change campaign Million Dollar Vegan asked the Pope to go vegan for Lent in exchange for a one million US Dollar donation to a charity of his choice. Record numbers signed up to Veganuary - committing to go vegan for January - this year. And vegan options are becoming cheaper, more plentiful and more convenient. But environmental concerns, as well as personal health and greater choice in meals are all among the reasons for people increasingly opting for vegan dishes. The Plant Hub is a new vegan cookery school and restaurant in London, offering workshops in making things like vegan cheese and vegan desserts. The hub offers plant-based foods free from additives and refined sugar. The creator of The Plant hub's cookery school, the Plant Academy, Lauren Lovett says she shows participants simple techniques to create delicious vegan receipts. ""Fermentation is a hot thing right now, like everyone kind of knows what it is. But, people still have that kind of barrier of 'I have no idea how to make kimchi, sauerkraut, kombucha' (a fizzy fermented tea). ""But, yeah what I'm noticing, especially with that, is that people dabble at home, but when it's something like that which is really simple, but does like a more of a kind of advanced technique, people really just need to see it once and then they do it."" Lovett says veganism is becoming ubiquitous. ""It's a tipping point,"" she says. ""If you go anywhere in England especially where I'm from in The Cotswolds, I can go to the village pub and there are loads of options on the menu."" The hub is trying to remove the barrier between customers, vegan restaurants and vegan food. Antonio Alderuccio, Plant Hub co-founder explains: ""They eat our dinner, they can also try to book a workshop with us, and we can teach them how to make a dinner too."" Charlie May has learned how to make vegan millionaire shortbread slices, made from cannabidiol or CBD, which is the non-psychoactive part of cannabis, coconut and carob. May says vegan food is becoming more accessible. ""There's courses like this for example that you would never have had like even five years ago."" Other desserts being made are goji berry tarts - made of a goji berry pastry with white chocolate - walnut chocolate mousse and a fermented lemon posset. Mica Vaipan is an entrepreneur who became a vegan for health reasons. ""I've had over the last, particularly over the last 10 years, I've dealt with a lot of intolerances, I've dealt with inflammations, internal inflammations, fungal infections, just you name it. And increasingly, without even realising, I have moved towards a plant based diet,"" she says. Edward Bergen, Global Food &amp; Drink Analyst for research firm Mintel, thinks veganism is driven by 'flexitarianism' or people who have a partially vegan diet. But he thinks that the trend is here to stay, and in fact has more room to grow. The The Plant Hub raised over £20,000 in a Kickstarter campaign to launch earlier this year and calls itself a hub, incubator and research centre for plant excellence. Find out more about AP Archive: Twitter: Facebook: ​​ Instagram: You can license this story through AP Archive:"
Wtz9Do_C3-U,https://www.youtube.com/watch?v=Wtz9Do_C3-U,Food Researchers Try to Meet a Growing Need for Plant Based Diets,2018-11-06,Voice of America,Statistics from the research firm Global Data say that six percent of Americans now identify as Vegan. So it's no surprise one California food company is working to meet the growing demand. VOA's Kevin Enochs reports.,health; identity_lifestyle,267,2,1,,"Around the world plant based diets are on the rise. Statistics from the research firm Global Data say that six percent of Americans now identify as Vegan. That's not a huge number but it's jumped from one percent in the last couples years, and continues to go up and up. So it's no surprise one California food company is working to meet the growing demand. VOA's Kevin Enochs reports. Originally published at -"
pnv9d_XUV7g,https://www.youtube.com/watch?v=pnv9d_XUV7g,Beyond Meat Presents | Beyond Ambassador | Kyrie Irving,2019-02-20,Go Beyond,"All-Star point guard and Beyond Ambassador, Kyrie Irving, is kicking off our new #GoBeyond campaign which spotlights the spirit and drive needed to reach the unattainable--- the same spirit that created Beyond Meat and propels our mission to perfectly build meat directly from plants. More than anyone, athletes intuitively understand the connection between what they put in their body and how it performs. That’s why we are BEYOND excited that some of the biggest names in sports, from Kyrie Irving to Chris Paul, have decided to invest in Beyond Meat.",,39769,451,31,,"All-Star point guard and Beyond Ambassador, Kyrie Irving, is kicking off our new #GoBeyond campaign which spotlights the spirit and drive needed to reach the unattainable--- the same spirit that created Beyond Meat and propels our mission to perfectly build meat directly from plants. More than anyone, athletes intuitively understand the connection between what they put in their body and how it performs. That’s why we are BEYOND excited that some of the biggest names in sports, from Kyrie Irving to Chris Paul, have decided to invest in Beyond Meat. after discovering the power of plant-based eating. Learn more here:"
-5NHIww4-bc,https://www.youtube.com/watch?v=-5NHIww4-bc,Impossible Foods and Beyond Meat Want to Eliminate Meat in our Future,2020-09-22,The Lempert Report,"Impossible Foods founder and CEO Patrick Brown told CNBC that the meat industry is in the midst of a reckoning. “This is why I think people are increasingly aware plant-based products are going to completely replace the animal-based products in the food world within the next 15 years,” he said in CNBC’s “Mad Money” interview. Let the plant based burger wars begin.",innovation_market; health; animal_welfare; identity_lifestyle,94,1,0,,"Impossible Foods founder and CEO Patrick Brown told CNBC that the meat industry is in the midst of a reckoning. As more consumers seek out healthier food options, Brown is convinced that the animal-based market will be obsolete within the next two decades. I’ve met with Ethan Brown (no relation) the CEO of Beyond Meat and his position is about the same. “From a nutritional standpoint our products match the protein quality and content of the animal products that they replace” and “ours is a clear winner from a health and nutrition standpoint,” Impossible Foods CEO Patrick Brown told CNBC. “This is why I think people are increasingly aware plant-based products are going to completely replace the animal-based products in the food world within the next 15 years,” he said in CNBC’s “Mad Money” interview. He added that “That’s our mission. That transformation is inevitable.” Impossible Foods has created yet another partnership with partnership with Starbucks this time to carry the Impossible Breakfast Sandwich at most of their 15,000+ US locations. The Impossible Breakfast Sandwich is a plant-based sausage topped with a cage-free fried egg and aged cheddar cheese on artisanal ciabatta bread. Impossible Foods’ products can also be found in Burger King, Qdoba, White Castle, Red Robin and other restaurants as well as supermarkets including Kroger. But in ads in the Wall St. Journal, New York Times and other papers, Lightlife President Dan Curtin announced a new “Clean Break” campaign to highlight the latest version of their plant-based burger—a vegan patty reformulated to have just eleven ingredients. In an open letter to market leaders Curtin wrote, “Enough with the hyper-processed ingredients, GMOs, unnecessary additives and fillers, and fake blood.” He goes on to write that Lightlife is making a “clean break” from “food tech companies” to use simpler ingredients and methods. Let the plant based burger wars begin."
c3Z0dT5cLp8,https://www.youtube.com/watch?v=c3Z0dT5cLp8,Do Vegan Products Measure Up? (Capturing a Growing Market Event),2019-09-27,AFTP News,"Marit Nijman, Business Engagement Scientist, Sensory Science Centre University of Nottingham. - Using sensory techniques to compare plant based and animal based products. The focus of the Sensory Science Centre is on using sensory science and instrumental techniques to understand how we perceive and respond to the sensory characteristics of products.",innovation_market; identity_lifestyle; animal_welfare; health,41,0,,,"Lifestyle changes, ethical choices and environmental concerns have driven a huge demand for plant and vegan based products in the UK over the last two years. According to Mintel, in January of this year, the UK overtook Germany as the leading country for development of vegan food products. One in six (16%) food products launched in the UK in 2018 had a vegan/no animal ingredients claim, doubling from just 8% in 2015. Overall, one in ten (9%) food products launched in Europe in 2018 had a vegan/no animal ingredients claim, doubling from 5% in 2015. One in three (34%) British meat eaters reduced their meat consumption in the six months to July 2018 following a flexitarian approach, up from 28% who had done so in 2017. To address the challenges associated with developing vegan products, the AFTP a one-day workshop on September 12th 2019 at the University of Nottingham's Sutton Bonington campus and heard from leading experts and meet colleagues from industry. Marit Nijman, Business Engagement Scientist, Sensory Science Centre University of Nottingham. Topic Title: Does your product measure up? - Using sensory techniques to compare plant based and animal based products. Biography: As a business engagement scientist Marit Nijman is responsible for organising and conducting commercial research projects at the Sensory Science Centre at Sutton Bonington Campus. The Sensory Science Centre is based in the Division of Food, Nutrition and Dietetics and has state of the art sensory facilities, designed to ISO Standards (ISO8589:1988). The focus of the Sensory Science Centre is on using sensory science and instrumental techniques to understand how we perceive and respond to the sensory characteristics of products. Marit recently completed her PhD thesis on the role of context when measuring consumers’ emotional responses to sensory properties, which she also conducted at the University of Nottingham. Website:"
aEtIz06HB-Q,https://www.youtube.com/watch?v=aEtIz06HB-Q,"Eat a plant-based diet, it's a small change for you, a big change for the environment.",2018-11-26,YourCarePlan,"Can we reduce our personal contribution to greenhouse gas emissions by changing our diets? Garnett, T., Where are the best opportunities for reducing greenhouse gas emissions in the food system (including the food chain)? Greenhouse Gas Measurement and Management, 2011.",environment; health; identity_lifestyle; animal_welfare,255,10,2,,"In this video I examine the impact of agriculture on the environment. Can we reduce our personal contribution to greenhouse gas emissions by changing our diets? References: 1. Garnett, T., Where are the best opportunities for reducing greenhouse gas emissions in the food system (including the food chain)? Food Policy, 2011. 36: p. S23-S32. 2. Poore, J. and T. Nemecek, Reducing food’s environmental impacts through producers and consumers. Science, 2018. 360(6392): p. 987-992. 3. Syakila, A. and C. Kroeze, The global nitrous oxide budget revisited. Greenhouse Gas Measurement and Management, 2011. 1(1): p. 17-26. 4. Foley, J.A., et al., Solutions for a cultivated planet. Nature, 2011. 478(7369): p. 337-342. 5. Di Paola, A., M.C. Rulli, and M. Santini, Human food vs. animal feed debate. A thorough analysis of environmental footprints. Land Use Policy, 2017. 67: p. 652-659. 6. Berners-Lee, M., et al., The relative greenhouse gas impacts of realistic dietary choices. Energy Policy, 2012. 43: p. 184-190. 7. Scarborough, P., et al., Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change, 2014. 125(2): p. 179-192. 8. Stehfest, E., et al., Climate benefits of changing diet. Climatic Change, 2009. 95: p. 1-2. The Root Cause: Find recipes at:"
5Bp0kTMz360,https://www.youtube.com/watch?v=5Bp0kTMz360,McDonald's developing plant-based burger,2020-11-09,CBS4 Indy,McDonald's developing plant-based burger,,168,3,0,,McDonald's developing plant-based burger
